,filename,width,height,class,xmin,ymin,xmax,ymax
12551,Shu-M-A-4-N-1-40_frame113.jpg,1280,1024,1,411,648,442,664
12552,Shu-M-A-4-N-1-40_frame175.jpg,1280,1024,1,765,327,790,340
12554,Shu-M-A-4-N-1-40_frame249.jpg,1280,1024,1,748,303,767,316
12555,Shu-M-A-4-N-1-40_frame133.jpg,1280,1024,1,472,436,485,455
12556,Shu-M-A-4-N-1-40_frame97.jpg,1280,1024,1,490,823,512,850
12558,Shu-M-A-4-N-1-40_frame131.jpg,1280,1024,1,459,453,475,473
12559,Shu-M-A-4-N-1-40_frame121.jpg,1280,1024,1,418,553,442,575
12560,Shu-M-A-4-N-1-40_frame65.jpg,1280,1024,1,717,924,732,963
12561,Shu-M-A-4-N-1-40_frame179.jpg,1280,1024,1,775,333,800,348
12562,Shu-M-A-4-N-1-40_frame75.jpg,1280,1024,1,677,921,690,960
12563,Shu-M-A-4-N-1-40_frame275.jpg,1280,1024,1,527,471,548,499
12565,Shu-M-A-4-N-1-40_frame267.jpg,1280,1024,1,521,380,538,407
12566,Shu-M-A-4-N-1-40_frame225.jpg,1280,1024,1,709,910,730,949
12567,Shu-M-A-4-N-1-40_frame137.jpg,1280,1024,1,496,403,511,424
12568,Shu-M-A-4-N-1-40_frame143.jpg,1280,1024,1,539,363,553,383
12569,Shu-M-A-4-N-1-40_frame135.jpg,1280,1024,1,483,421,497,440
12570,Shu-M-A-4-N-1-40_frame169.jpg,1280,1024,1,739,314,763,331
12571,Shu-M-A-4-N-1-40_frame229.jpg,1280,1024,1,975,870,1022,901
12573,Shu-M-A-4-N-1-40_frame269.jpg,1280,1024,1,516,400,533,429
12574,Shu-M-A-4-N-1-40_frame195.jpg,1280,1024,1,749,341,769,355
12575,Shu-M-A-4-N-1-40_frame81.jpg,1280,1024,1,636,908,650,948
12576,Shu-M-A-4-N-1-40_frame211.jpg,1280,1024,1,584,407,597,427
12577,Shu-M-A-4-N-1-40_frame99.jpg,1280,1024,1,473,806,500,829
12578,Shu-M-A-4-N-1-40_frame231.jpg,1280,1024,1,1057,765,1100,790
12579,Shu-M-A-4-N-1-40_frame141.jpg,1280,1024,1,526,376,538,396
12580,Shu-M-A-4-N-1-40_frame193.jpg,1280,1024,1,758,340,781,353
12581,Shu-M-A-4-N-1-40_frame183.jpg,1280,1024,1,781,338,802,351
12582,Shu-M-A-4-N-1-40_frame257.jpg,1280,1024,1,619,307,635,327
12583,Shu-M-A-4-N-1-40_frame209.jpg,1280,1024,1,612,387,630,406
12584,Shu-M-A-4-N-1-40_frame259.jpg,1280,1024,1,593,316,606,337
12585,Shu-M-A-4-N-1-40_frame151.jpg,1280,1024,1,604,325,621,345
12586,Shu-M-A-4-N-1-40_frame181.jpg,1280,1024,1,778,337,801,350
12587,Shu-M-A-4-N-1-40_frame18.jpg,1280,1024,1,733,927,744,962
12588,Shu-M-A-4-N-1-40_frame263.jpg,1280,1024,1,547,342,562,364
12589,Shu-M-A-4-N-1-40_frame159.jpg,1280,1024,1,670,308,692,328
12591,Shu-M-A-4-N-1-40_frame271.jpg,1280,1024,1,515,425,532,451
12592,Shu-M-A-4-N-1-40_frame155.jpg,1280,1024,1,638,314,656,334
12593,Shu-M-A-4-N-1-40_frame219.jpg,1280,1024,1,476,612,500,636
12594,Shu-M-A-4-N-1-40_frame60.jpg,1280,1024,1,725,926,738,964
12596,Shu-M-A-4-N-1-40_frame187.jpg,1280,1024,1,776,340,800,353
12597,Shu-M-A-4-N-1-40_frame157.jpg,1280,1024,1,653,310,675,330
12598,Shu-M-A-4-N-1-40_frame265.jpg,1280,1024,1,533,360,550,384
12599,Shu-M-A-4-N-1-40_frame145.jpg,1280,1024,1,557,352,569,373
12600,Shu-M-A-4-N-1-40_frame221.jpg,1280,1024,1,491,712,521,738
12601,Shu-M-A-4-N-1-40_frame63.jpg,1280,1024,1,721,927,734,964
12602,Shu-M-A-4-N-1-40_frame207.jpg,1280,1024,1,640,372,657,391
12604,Shu-M-A-4-N-1-40_frame189.jpg,1280,1024,1,773,342,795,352
12606,Shu-M-A-4-N-1-40_frame205.jpg,1280,1024,1,665,361,684,378
12607,Shu-M-A-4-N-1-40_frame127.jpg,1280,1024,1,439,491,457,510
12608,Shu-M-A-4-N-1-40_frame185.jpg,1280,1024,1,780,340,801,353
12609,Shu-M-A-4-N-1-40_frame217.jpg,1280,1024,1,490,535,507,557
12610,Shu-M-A-4-N-2-23_frame196.jpg,1280,1024,1,948,225,967,245
12611,Shu-M-A-4-N-2-23_frame233.jpg,1280,1024,1,466,455,493,494
12612,Shu-M-A-4-N-2-23_frame103.jpg,1280,1024,1,508,175,531,202
12613,Shu-M-A-4-N-2-23_frame241.jpg,1280,1024,1,551,512,576,553
12614,Shu-M-A-4-N-2-23_frame152.jpg,1280,1024,1,653,233,678,251
12615,Shu-M-A-4-N-2-23_frame67.jpg,1280,1024,1,219,646,255,671
12616,Shu-M-A-4-N-2-23_frame187.jpg,1280,1024,1,1095,534,1122,568
12617,Shu-M-A-4-N-2-23_frame202.jpg,1280,1024,1,775,128,806,144
12618,Shu-M-A-4-N-2-23_frame206.jpg,1280,1024,1,662,108,693,126
12619,Shu-M-A-4-N-2-23_frame45.jpg,1280,1024,1,435,905,457,932
12620,Shu-M-A-4-N-2-23_frame24.jpg,1280,1024,1,625,943,637,967
12621,Shu-M-A-4-N-2-23_frame43.jpg,1280,1024,1,461,913,481,940
12622,Shu-M-A-4-N-2-23_frame53.jpg,1280,1024,1,338,839,364,866
12623,Shu-M-A-4-N-2-23_frame36.jpg,1280,1024,1,538,935,555,961
12624,Shu-M-A-4-N-2-23_frame92.jpg,1280,1024,1,352,259,372,291
12625,Shu-M-A-4-N-2-23_frame88.jpg,1280,1024,1,303,308,324,341
12626,Shu-M-A-4-N-2-23_frame235.jpg,1280,1024,1,488,471,515,514
12627,Shu-M-A-4-N-2-23_frame107.jpg,1280,1024,1,565,166,593,191
12628,Shu-M-A-4-N-2-23_frame167.jpg,1280,1024,1,329,478,352,511
12629,Shu-M-A-4-N-2-23_frame115.jpg,1280,1024,1,667,178,695,199
12630,Shu-M-A-4-N-2-23_frame11.jpg,1280,1024,1,655,943,668,965
12632,Shu-M-A-4-N-2-23_frame268.jpg,1280,1024,1,697,515,721,554
12633,Shu-M-A-4-N-2-23_frame111.jpg,1280,1024,1,620,168,647,190
12634,Shu-M-A-4-N-2-23_frame193.jpg,1280,1024,1,1024,305,1038,328
12635,Shu-M-A-4-N-2-23_frame171.jpg,1280,1024,1,331,710,369,742
12636,Shu-M-A-4-N-2-23_frame65.jpg,1280,1024,1,229,678,265,703
12637,Shu-M-A-4-N-2-23_frame55.jpg,1280,1024,1,316,818,349,844
12638,Shu-M-A-4-N-2-23_frame14.jpg,1280,1024,1,651,942,663,967
12639,Shu-M-A-4-N-2-23_frame121.jpg,1280,1024,1,721,202,747,222
12640,Shu-M-A-4-N-2-23_frame38.jpg,1280,1024,1,517,932,537,959
12641,Shu-M-A-4-N-2-23_frame74.jpg,1280,1024,1,212,528,241,557
12642,Shu-M-A-4-N-2-23_frame266.jpg,1280,1024,1,691,519,716,559
12643,Shu-M-A-4-N-2-23_frame72.jpg,1280,1024,1,209,562,238,590
12644,Shu-M-A-4-N-2-23_frame63.jpg,1280,1024,1,240,711,275,733
12645,Shu-M-A-4-N-2-23_frame243.jpg,1280,1024,1,569,520,594,560
12647,Shu-M-A-4-N-2-23_frame227.jpg,1280,1024,1,413,370,438,412
12648,Shu-M-A-4-N-2-23_frame231.jpg,1280,1024,1,446,430,472,471
12650,Shu-M-A-4-N-2-23_frame258.jpg,1280,1024,1,665,527,688,565
12651,Shu-M-A-4-N-2-23_frame185.jpg,1280,1024,1,1083,630,1112,665
12652,Shu-M-A-4-N-2-23_frame78.jpg,1280,1024,1,223,460,249,491
12654,Shu-M-A-4-N-2-23_frame76.jpg,1280,1024,1,215,494,244,523
12655,Shu-M-A-4-N-2-23_frame113.jpg,1280,1024,1,643,172,671,193
12656,Shu-M-A-4-N-2-23_frame251.jpg,1280,1024,1,628,532,653,572
12657,Shu-M-A-4-N-2-23_frame32.jpg,1280,1024,1,574,941,591,965
12659,Shu-M-A-4-N-2-23_frame144.jpg,1280,1024,1,733,232,758,250
12660,Shu-M-A-4-N-2-23_frame262.jpg,1280,1024,1,680,524,702,561
12661,Shu-M-A-4-N-2-23_frame22.jpg,1280,1024,1,631,944,646,966
12662,Shu-M-A-4-N-2-23_frame162.jpg,1280,1024,1,451,318,472,346
12663,Shu-M-A-4-N-2-23_frame41.jpg,1280,1024,1,484,922,502,950
12664,Shu-M-A-4-N-2-23_frame253.jpg,1280,1024,1,640,530,665,571
12666,Shu-M-A-4-N-2-23_frame142.jpg,1280,1024,1,744,234,770,251
12667,Shu-M-A-4-N-2-23_frame129.jpg,1280,1024,1,757,230,782,248
12668,Shu-M-A-4-N-2-23_frame208.jpg,1280,1024,1,609,111,638,131
12669,Shu-M-A-4-N-2-23_frame160.jpg,1280,1024,1,499,284,524,311
12670,Shu-M-A-4-N-2-23_frame210.jpg,1280,1024,1,561,120,589,144
12671,Shu-M-A-4-N-2-23_frame90.jpg,1280,1024,1,327,283,347,315
12672,Shu-M-A-4-N-2-23_frame127.jpg,1280,1024,1,752,224,777,243
12673,Shu-M-A-4-N-2-23_frame181.jpg,1280,1024,1,965,834,1004,858
12676,Shu-M-A-4-N-2-23_frame34.jpg,1280,1024,1,557,939,574,968
12677,Shu-M-A-4-N-2-23_frame247.jpg,1280,1024,1,602,527,627,568
12678,Shu-M-A-4-N-2-23_frame94.jpg,1280,1024,1,380,237,399,269
12679,Shu-M-A-4-N-2-23_frame175.jpg,1280,1024,1,577,931,604,962
12681,Shu-M-A-4-N-2-23_frame212.jpg,1280,1024,1,517,136,547,163
12682,Shu-M-A-4-N-2-23_frame136.jpg,1280,1024,1,762,237,788,255
12683,Shu-M-A-4-N-2-23_frame98.jpg,1280,1024,1,435,203,455,234
12684,Shu-M-A-4-N-2-23_frame179.jpg,1280,1024,1,863,908,892,933
12685,Shu-M-A-4-N-2-23_frame86.jpg,1280,1024,1,281,336,304,369
12686,Shu-M-A-4-N-2-23_frame189.jpg,1280,1024,1,1089,448,1108,479
12687,Shu-M-A-4-N-2-23_frame222.jpg,1280,1024,1,403,286,426,326
12688,Shu-M-A-4-N-2-23_frame158.jpg,1280,1024,1,545,263,570,287
12689,Shu-M-A-4-N-2-23_frame61.jpg,1280,1024,1,255,740,285,764
12690,Shu-M-A-4-N-2-23_frame138.jpg,1280,1024,1,757,238,784,255
12691,Shu-M-A-4-N-2-23_frame59.jpg,1280,1024,1,273,767,303,793
12692,Shu-M-A-4-N-2-23_frame156.jpg,1280,1024,1,586,248,612,270
12694,Shu-M-A-4-N-2-23_frame133.jpg,1280,1024,1,763,236,789,255
12695,Shu-M-A-4-N-2-23_frame173.jpg,1280,1024,1,420,839,457,869
12696,Shu-M-A-4-N-2-24_frame216.jpg,1280,1024,1,533,122,560,148
12697,Shu-M-A-4-N-2-24_frame76.jpg,1280,1024,1,217,567,245,596
12698,Shu-M-A-4-N-2-24_frame188.jpg,1280,1024,1,1021,762,1057,792
12699,Shu-M-A-4-N-2-24_frame55.jpg,1280,1024,1,368,858,392,883
12700,Shu-M-A-4-N-2-24_frame59.jpg,1280,1024,1,321,817,347,842
12701,Shu-M-A-4-N-2-24_frame256.jpg,1280,1024,1,656,552,683,590
12702,Shu-M-A-4-N-2-24_frame51.jpg,1280,1024,1,419,889,439,913
12703,Shu-M-A-4-N-2-24_frame28.jpg,1280,1024,1,625,943,636,964
12704,Shu-M-A-4-N-2-24_frame47.jpg,1280,1024,1,465,911,482,938
12705,Shu-M-A-4-N-2-24_frame62.jpg,1280,1024,1,290,781,323,807
12706,Shu-M-A-4-N-2-24_frame39.jpg,1280,1024,1,550,934,565,961
12707,Shu-M-A-4-N-2-24_frame107.jpg,1280,1024,1,492,180,514,209
12708,Shu-M-A-4-N-2-24_frame101.jpg,1280,1024,1,411,220,429,254
12709,Shu-M-A-4-N-2-24_frame245.jpg,1280,1024,1,563,531,590,570
12711,Shu-M-A-4-N-2-24_frame171.jpg,1280,1024,1,369,407,389,438
12712,Shu-M-A-4-N-2-24_frame181.jpg,1280,1024,1,591,929,616,956
12714,Shu-M-A-4-N-2-24_frame198.jpg,1280,1024,1,1025,315,1039,341
12716,Shu-M-A-4-N-2-24_frame167.jpg,1280,1024,1,465,303,488,333
12717,Shu-M-A-4-N-2-24_frame169.jpg,1280,1024,1,418,346,438,378
12718,Shu-M-A-4-N-2-24_frame128.jpg,1280,1024,1,723,201,749,220
12719,Shu-M-A-4-N-2-24_frame74.jpg,1280,1024,1,218,601,248,627
12720,Shu-M-A-4-N-2-24_frame64.jpg,1280,1024,1,272,754,300,781
12721,Shu-M-A-4-N-2-24_frame22.jpg,1280,1024,1,644,944,657,966
12723,Shu-M-A-4-N-2-24_frame138.jpg,1280,1024,1,754,225,780,244
12724,Shu-M-A-4-N-2-24_frame243.jpg,1280,1024,1,542,520,570,561
12725,Shu-M-A-4-N-2-24_frame41.jpg,1280,1024,1,533,930,547,955
12727,Shu-M-A-4-N-2-24_frame84.jpg,1280,1024,1,236,435,262,467
12728,Shu-M-A-4-N-2-24_frame227.jpg,1280,1024,1,400,299,423,338
12730,Shu-M-A-4-N-2-24_frame72.jpg,1280,1024,1,223,633,254,661
12731,Shu-M-A-4-N-2-24_frame252.jpg,1280,1024,1,628,551,654,588
12732,Shu-M-A-4-N-2-24_frame144.jpg,1280,1024,1,749,226,775,245
12733,Shu-M-A-4-N-2-24_frame239.jpg,1280,1024,1,496,494,523,530
12734,Shu-M-A-4-N-2-24_frame90.jpg,1280,1024,1,282,346,303,380
12735,Shu-M-A-4-N-2-24_frame266.jpg,1280,1024,1,708,545,732,580
12736,Shu-M-A-4-N-2-24_frame88.jpg,1280,1024,1,263,376,287,407
12737,Shu-M-A-4-N-2-24_frame95.jpg,1280,1024,1,334,282,353,313
12738,Shu-M-A-4-N-2-24_frame86.jpg,1280,1024,1,249,405,273,436
12739,Shu-M-A-4-N-2-24_frame130.jpg,1280,1024,1,733,207,760,227
12741,Shu-M-A-4-N-2-24_frame35.jpg,1280,1024,1,584,941,598,965
12742,Shu-M-A-4-N-2-24_frame270.jpg,1280,1024,1,723,540,746,578
12744,Shu-M-A-4-N-2-24_frame274.jpg,1280,1024,1,734,535,756,569
12748,Shu-M-A-4-N-2-24_frame260.jpg,1280,1024,1,680,554,704,585
12749,Shu-M-A-4-N-2-24_frame93.jpg,1280,1024,1,311,307,332,339
12750,Shu-M-A-4-N-2-24_frame159.jpg,1280,1024,1,620,229,649,249
12751,Shu-M-A-4-N-2-24_frame148.jpg,1280,1024,1,730,223,759,241
12752,Shu-M-A-4-N-2-24_frame2.jpg,1280,1024,1,661,944,672,962
12753,Shu-M-A-4-N-2-24_frame177.jpg,1280,1024,1,341,720,377,753
12754,Shu-M-A-4-N-2-24_frame4.jpg,1280,1024,1,661,942,671,963
12755,Shu-M-A-4-N-2-24_frame105.jpg,1280,1024,1,465,192,486,220
12756,Shu-M-A-4-N-2-24_frame146.jpg,1280,1024,1,741,226,769,243
12757,Shu-M-A-4-N-2-24_frame233.jpg,1280,1024,1,430,414,457,451
12758,Shu-M-A-4-N-2-24_frame10.jpg,1280,1024,1,660,943,671,963
12759,Shu-M-A-4-N-2-24_frame115.jpg,1280,1024,1,599,165,627,189
12761,Shu-M-A-4-N-2-24_frame264.jpg,1280,1024,1,700,548,723,581
12764,Shu-M-A-4-N-2-24_frame237.jpg,1280,1024,1,473,472,500,509
12765,Shu-M-A-4-N-2-24_frame6.jpg,1280,1024,1,661,942,672,964
12766,Shu-M-A-4-N-2-24_frame152.jpg,1280,1024,1,702,220,732,238
12767,Shu-M-A-4-N-2-24_frame113.jpg,1280,1024,1,574,165,600,190
12768,Shu-M-A-4-N-2-24_frame231.jpg,1280,1024,1,415,379,440,417
12769,Shu-M-A-4-N-2-24_frame99.jpg,1280,1024,1,384,239,402,270
12770,Shu-M-A-4-N-2-24_frame210.jpg,1280,1024,1,691,111,718,128
12771,Shu-M-A-4-N-2-24_frame241.jpg,1280,1024,1,520,510,547,546
12772,Shu-M-A-4-N-2-24_frame175.jpg,1280,1024,1,315,593,342,631
12773,Shu-M-A-4-N-2-24_frame70.jpg,1280,1024,1,232,664,264,691
12774,Shu-M-A-4-N-2-24_frame155.jpg,1280,1024,1,673,221,703,239
12775,Shu-M-A-4-N-2-24_frame68.jpg,1280,1024,1,243,697,271,721
12776,Shu-M-A-4-N-2-24_frame173.jpg,1280,1024,1,329,489,351,522
12777,Shu-M-A-4-N-2-24_frame78.jpg,1280,1024,1,218,535,245,563
12778,Shu-M-A-4-N-2-24_frame150.jpg,1280,1024,1,718,221,747,239
12779,Shu-M-A-4-N-2-24_frame206.jpg,1280,1024,1,803,144,832,159
12780,Shu-M-A-4-N-2-25_frame241.jpg,1280,1024,1,613,122,641,144
12781,Shu-M-A-4-N-2-25_frame198.jpg,1280,1024,1,423,338,443,370
12782,Shu-M-A-4-N-2-25_frame82.jpg,1280,1024,1,390,875,411,902
12783,Shu-M-A-4-N-2-25_frame84.jpg,1280,1024,1,364,860,390,886
12785,Shu-M-A-4-N-2-25_frame266.jpg,1280,1024,1,485,471,512,512
12788,Shu-M-A-4-N-2-25_frame76.jpg,1280,1024,1,460,912,478,938
12789,Shu-M-A-4-N-2-25_frame86.jpg,1280,1024,1,341,842,364,867
12790,Shu-M-A-4-N-2-25_frame68.jpg,1280,1024,1,543,934,559,959
12791,Shu-M-A-4-N-2-25_frame134.jpg,1280,1024,1,454,195,475,223
12792,Shu-M-A-4-N-2-25_frame130.jpg,1280,1024,1,400,225,418,254
12794,Shu-M-A-4-N-2-25_frame192.jpg,1280,1024,1,560,252,587,274
12795,Shu-M-A-4-N-2-25_frame262.jpg,1280,1024,1,445,427,471,464
12796,Shu-M-A-4-N-2-25_frame210.jpg,1280,1024,1,577,924,607,953
12797,Shu-M-A-4-N-2-25_frame159.jpg,1280,1024,1,731,207,760,227
12798,Shu-M-A-4-N-2-25_frame239.jpg,1280,1024,1,668,121,695,140
12800,Shu-M-A-4-N-2-25_frame155.jpg,1280,1024,1,707,192,734,212
12801,Shu-M-A-4-N-2-25_frame276.jpg,1280,1024,1,588,532,614,571
12802,Shu-M-A-4-N-2-25_frame194.jpg,1280,1024,1,518,270,543,296
12803,Shu-M-A-4-N-2-25_frame101.jpg,1280,1024,1,218,644,253,668
12804,Shu-M-A-4-N-2-25_frame88.jpg,1280,1024,1,320,821,352,844
12805,Shu-M-A-4-N-2-25_frame289.jpg,1280,1024,1,684,545,707,575
12806,Shu-M-A-4-N-2-25_frame291.jpg,1280,1024,1,692,541,717,574
12807,Shu-M-A-4-N-2-25_frame165.jpg,1280,1024,1,755,223,782,241
12809,Shu-M-A-4-N-2-25_frame245.jpg,1280,1024,1,516,147,543,176
12810,Shu-M-A-4-N-2-25_frame115.jpg,1280,1024,1,240,414,264,444
12812,Shu-M-A-4-N-2-25_frame214.jpg,1280,1024,1,876,901,906,924
12813,Shu-M-A-4-N-2-25_frame111.jpg,1280,1024,1,220,478,247,508
12814,Shu-M-A-4-N-2-25_frame99.jpg,1280,1024,1,228,673,260,698
12815,Shu-M-A-4-N-2-25_frame268.jpg,1280,1024,1,508,490,535,529
12817,Shu-M-A-4-N-2-25_frame212.jpg,1280,1024,1,747,942,763,962
12818,Shu-M-A-4-N-2-25_frame287.jpg,1280,1024,1,671,543,695,577
12819,Shu-M-A-4-N-2-25_frame123.jpg,1280,1024,1,312,302,331,330
12820,Shu-M-A-4-N-2-25_frame279.jpg,1280,1024,1,614,539,639,578
12821,Shu-M-A-4-N-2-25_frame219.jpg,1280,1024,1,1067,656,1102,687
12822,Shu-M-A-4-N-2-25_frame121.jpg,1280,1024,1,291,327,310,356
12823,Shu-M-A-4-N-2-25_frame126.jpg,1280,1024,1,348,266,365,293
12824,Shu-M-A-4-N-2-25_frame117.jpg,1280,1024,1,255,384,278,415
12827,Shu-M-A-4-N-2-25_frame62.jpg,1280,1024,1,589,939,603,965
12828,Shu-M-A-4-N-2-25_frame190.jpg,1280,1024,1,599,239,626,260
12829,Shu-M-A-4-N-2-25_frame285.jpg,1280,1024,1,657,543,684,580
12830,Shu-M-A-4-N-2-25_frame217.jpg,1280,1024,1,1015,763,1056,789
12831,Shu-M-A-4-N-2-25_frame206.jpg,1280,1024,1,335,709,370,739
12832,Shu-M-A-4-N-2-25_frame72.jpg,1280,1024,1,503,925,519,950
12834,Shu-M-A-4-N-2-25_frame124.jpg,1280,1024,1,323,288,343,320
12835,Shu-M-A-4-N-2-25_frame188.jpg,1280,1024,1,632,232,659,251
12836,Shu-M-A-4-N-2-25_frame179.jpg,1280,1024,1,727,228,755,244
12837,Shu-M-A-4-N-2-25_frame250.jpg,1280,1024,1,436,218,459,250
12838,Shu-M-A-4-N-2-25_frame204.jpg,1280,1024,1,312,586,340,617
12839,Shu-M-A-4-N-2-25_frame18.jpg,1280,1024,1,659,941,672,963
12840,Shu-M-A-4-N-2-25_frame132.jpg,1280,1024,1,426,209,447,238
12842,Shu-M-A-4-N-2-25_frame258.jpg,1280,1024,1,415,362,441,400
12843,Shu-M-A-4-N-2-25_frame39.jpg,1280,1024,1,657,942,669,963
12844,Shu-M-A-4-N-2-25_frame142.jpg,1280,1024,1,565,165,591,190
12845,Shu-M-A-4-N-2-25_frame66.jpg,1280,1024,1,560,937,574,961
12846,Shu-M-A-4-N-2-25_frame281.jpg,1280,1024,1,629,541,655,580
12847,Shu-M-A-4-N-2-25_frame136.jpg,1280,1024,1,482,184,504,211
12848,Shu-M-A-4-N-2-25_frame235.jpg,1280,1024,1,782,148,811,162
12849,Shu-M-A-4-N-2-25_frame260.jpg,1280,1024,1,429,397,453,432
12850,Shu-M-A-4-N-2-25_frame37.jpg,1280,1024,1,658,942,670,961
12851,Shu-M-A-4-N-2-25_frame183.jpg,1280,1024,1,695,225,721,242
12853,Shu-M-A-4-N-2-25_frame256.jpg,1280,1024,1,410,324,432,364
12855,Shu-M-A-4-N-2-25_frame237.jpg,1280,1024,1,725,130,753,146
12856,Shu-M-A-4-N-2-25_frame264.jpg,1280,1024,1,464,451,491,490
12857,Shu-M-A-4-N-2-25_frame202.jpg,1280,1024,1,330,478,351,509
12858,Shu-M-A-4-N-2-25_frame97.jpg,1280,1024,1,239,704,273,729
12859,Shu-M-A-4-N-2-25_frame185.jpg,1280,1024,1,673,226,700,244
12860,Shu-M-A-4-N-2-25_frame95.jpg,1280,1024,1,254,733,289,758
12861,Shu-M-A-4-N-2-25_frame200.jpg,1280,1024,1,372,397,393,428
12862,Shu-M-A-4-N-2-25_frame107.jpg,1280,1024,1,209,544,239,571
12863,Shu-M-A-4-N-2-25_frame181.jpg,1280,1024,1,714,226,740,243
12864,Shu-M-A-4-N-2-25_frame227.jpg,1280,1024,1,1006,311,1023,332
12865,Shu-M-A-4-N-2-26_frame208.jpg,1280,1024,1,608,242,637,263
12866,Shu-M-A-4-N-2-26_frame111.jpg,1280,1024,1,263,743,294,766
12867,Shu-M-A-4-N-2-26_frame256.jpg,1280,1024,1,715,142,746,160
12868,Shu-M-A-4-N-2-26_frame93.jpg,1280,1024,1,454,904,475,931
12869,Shu-M-A-4-N-2-26_frame95.jpg,1280,1024,1,432,895,458,921
12870,Shu-M-A-4-N-2-26_frame70.jpg,1280,1024,1,629,938,644,969
12871,Shu-M-A-4-N-2-26_frame89.jpg,1280,1024,1,496,920,514,948
12872,Shu-M-A-4-N-2-26_frame72.jpg,1280,1024,1,620,934,636,962
12873,Shu-M-A-4-N-2-26_frame87.jpg,1280,1024,1,518,924,539,954
12874,Shu-M-A-4-N-2-26_frame97.jpg,1280,1024,1,409,883,432,910
12875,Shu-M-A-4-N-2-26_frame82.jpg,1280,1024,1,565,929,581,956
12876,Shu-M-A-4-N-2-26_frame138.jpg,1280,1024,1,296,332,314,363
12877,Shu-M-A-4-N-2-26_frame134.jpg,1280,1024,1,260,388,283,421
12878,Shu-M-A-4-N-2-26_frame62.jpg,1280,1024,1,648,937,663,962
12879,Shu-M-A-4-N-2-26_frame149.jpg,1280,1024,1,428,213,449,242
12880,Shu-M-A-4-N-2-26_frame186.jpg,1280,1024,1,767,239,793,259
12881,Shu-M-A-4-N-2-26_frame196.jpg,1280,1024,1,741,236,768,253
12882,Shu-M-A-4-N-2-26_frame239.jpg,1280,1024,1,1081,561,1107,596
12883,Shu-M-A-4-N-2-26_frame198.jpg,1280,1024,1,729,234,755,251
12885,Shu-M-A-4-N-2-26_frame275.jpg,1280,1024,1,401,292,422,330
12886,Shu-M-A-4-N-2-26_frame182.jpg,1280,1024,1,761,234,788,253
12887,Shu-M-A-4-N-2-26_frame184.jpg,1280,1024,1,764,236,792,257
12888,Shu-M-A-4-N-2-26_frame151.jpg,1280,1024,1,457,199,477,228
12889,Shu-M-A-4-N-2-26_frame109.jpg,1280,1024,1,281,770,307,792
12890,Shu-M-A-4-N-2-26_frame99.jpg,1280,1024,1,385,868,415,895
12891,Shu-M-A-4-N-2-26_frame240.jpg,1280,1024,1,1087,516,1105,546
12892,Shu-M-A-4-N-2-26_frame206.jpg,1280,1024,1,642,235,670,253
12893,Shu-M-A-4-N-2-26_frame159.jpg,1280,1024,1,569,169,595,194
12894,Shu-M-A-4-N-2-26_frame60.jpg,1280,1024,1,651,935,666,956
12895,Shu-M-A-4-N-2-26_frame84.jpg,1280,1024,1,547,932,562,957
12896,Shu-M-A-4-N-2-26_frame215.jpg,1280,1024,1,462,309,485,338
12897,Shu-M-A-4-N-2-26_frame120.jpg,1280,1024,1,219,609,251,635
12898,Shu-M-A-4-N-2-26_frame262.jpg,1280,1024,1,571,140,598,163
12899,Shu-M-A-4-N-2-26_frame118.jpg,1280,1024,1,223,638,259,665
12900,Shu-M-A-4-N-2-26_frame107.jpg,1280,1024,1,299,793,333,817
12901,Shu-M-A-4-N-2-26_frame68.jpg,1280,1024,1,635,935,650,964
12902,Shu-M-A-4-N-2-26_frame163.jpg,1280,1024,1,621,173,648,193
12903,Shu-M-A-4-N-2-26_frame56.jpg,1280,1024,1,654,934,669,959
12904,Shu-M-A-4-N-2-26_frame126.jpg,1280,1024,1,220,512,249,541
12905,Shu-M-A-4-N-2-26_frame233.jpg,1280,1024,1,906,873,940,897
12906,Shu-M-A-4-N-2-26_frame124.jpg,1280,1024,1,217,546,247,573
12908,Shu-M-A-4-N-2-26_frame122.jpg,1280,1024,1,215,577,244,604
12909,Shu-M-A-4-N-2-26_frame153.jpg,1280,1024,1,484,187,507,214
12910,Shu-M-A-4-N-2-26_frame229.jpg,1280,1024,1,625,929,653,960
12911,Shu-M-A-4-N-2-26_frame78.jpg,1280,1024,1,589,935,606,963
12912,Shu-M-A-4-N-2-26_frame235.jpg,1280,1024,1,1001,777,1042,804
12913,Shu-M-A-4-N-2-26_frame178.jpg,1280,1024,1,749,223,777,243
12915,Shu-M-A-4-N-2-26_frame260.jpg,1280,1024,1,616,134,647,155
12916,Shu-M-A-4-N-2-26_frame194.jpg,1280,1024,1,749,238,778,257
12918,Shu-M-A-4-N-2-26_frame273.jpg,1280,1024,1,407,260,429,295
12919,Shu-M-A-4-N-2-26_frame128.jpg,1280,1024,1,226,481,253,509
12920,Shu-M-A-4-N-2-26_frame175.jpg,1280,1024,1,733,211,760,231
12921,Shu-M-A-4-N-2-26_frame167.jpg,1280,1024,1,667,181,695,202
12922,Shu-M-A-4-N-2-26_frame217.jpg,1280,1024,1,412,354,431,384
12923,Shu-M-A-4-N-2-26_frame192.jpg,1280,1024,1,759,239,785,258
12924,Shu-M-A-4-N-2-26_frame219.jpg,1280,1024,1,363,417,383,450
